day,word,definition,difficulty,korean
20,abrupt,"[adj] sudden and unexpected; [adj] speaking in a rude, short and unfriendly way",2,"갑작스러운, 뜻밖의; 퉁명스러운"
20,corrupt,[adj] dishonest and willing to use power for personal gain; [v] to make someone dishonest or immoral,2,"부패한, 타락한; 부패하게 하다, 타락시키다"
20,erupt,"[v] (of a volcano) to throw out smoke, fire and lava; [v] (of a feeling) to start suddenly and violently",2,(화산 등이) 분출하다; (감정 등이) 폭발하다
20,disrupt,[v] to prevent something from continuing as usual by causing problems; [v] to break apart or destroy something,2,"방해하다, 지장을 주다; 붕괴시키다, 분열시키다"
20,antonym,[n] a word that means the opposite of another word,2,반의어
20,intermediate,[adj] in the middle between two things or stages; [adj] having more than basic knowledge but not advanced,2,"중간의, 중급의; 중급자"
20,medieval,"[adj] relating to the Middle Ages, the period in Europe from about 500 to 1500 AD",2,중세의; 중세풍의
20,mediate,[v] to try to end a disagreement between two or more people or groups,2,"중재하다, 조정하다; 화해시키다"
21,revert,"[v] to return to a former state, way of thinking or behavior",2,"(본래 상태, 생각 등으로) 되돌아가다"
21,anonymous,[adj] (of a person) whose name is not known or not made public,2,"익명인, 신원 불명의"
21,assent,"[n] official agreement or approval; [v] to agree to a request, idea or suggestion",2,"동의(하다), 찬성(하다)"
21,conspicuous,[adj] very noticeable or easy to see; attracting attention,2,"눈에 잘 띄는, 튀는"
21,deficient,[adj] not having enough of something that is needed; lacking,2,"부족한, 결핍된"
21,depreciate,[v] to become less valuable over time; [v] to consider something to be unimportant,2,가치가 떨어지다; 낮게 평가하다
21,detract,[v] to make something seem less valuable or less good,2,"(가치 등을) 손상시키다, 떨어지다"
21,equilibrium,[n] a state of balance between opposing forces; [n] a calm state of mind,2,"평형, 균형; (마음의) 평정"
21,assimilation,[n] the process of taking in and fully understanding information or ideas; [n] the process of becoming part of a group or country,2,"(지식, 사상 등을 제 것으로) 흡수; 동화"
21,indigenous,[adj] naturally existing in a place rather than coming from somewhere else; native,2,"토착의, 그 지역 고유의; 타고난"
21,perspire,[v] to produce liquid on your skin when you are hot or nervous; to sweat,2,"땀을 흘리다, 땀이 나다"
21,retract,[v] to take back something you said or admit it was not true; to withdraw,2,"(앞서 한 말을) 취소하다, 철회하다"
21,susceptible,[adj] easily influenced or harmed by something; [adj] easily affected emotionally; sensitive,2,"(~에) 영향을 받기 쉬운, 취약한; 민감한"
21,terrain,"[n] an area of land, especially regarding its physical features",2,지형; 지역
22,particle,[n] an extremely small piece of matter; [n] a very small amount of something,2,"입자; 극소량, 아주 작은 조각"
22,molecule,"[n] the smallest unit of a chemical substance, made of two or more atoms",2,분자
22,atom,[n] the smallest part of a chemical element that can exist,2,원자
22,nuclear,[adj] relating to the central part of an atom; [adj] using the energy produced when atoms are split; [adj] relating to weapons that use such energy,2,(원자)핵의; 원자력의; 핵무기의
22,hydrogen,[n] a gas that is the lightest element and combines with oxygen to form water,2,수소
22,solid,[n] a substance that is hard and not a liquid or gas; [adj] hard and firm; [adj] reliable and trustworthy,2,"고체(의); 단단한; 확실한, 믿을 수 있는"
22,condense,[v] (of a gas) to change into a liquid; [v] to make a liquid thicker; [v] to make a text shorter,2,응결하다; 농축시키다; 요약하다
22,liquid,"[n] a substance, such as water or oil, that flows freely and is not a solid or gas; [adj] in a form that flows, like water",2,액체; 액체 형태의
22,dissolve,[v] (of a solid) to mix with a liquid and become part of it; [v] to officially end an organization or relationship,2,"(액체로) 용해되다, 녹이다; (관계, 모임 등을) 끝내다"
22,fluid,[n] a liquid or gas that can flow; [adj] able to flow easily; [adj] likely to change; not fixed,2,유동체; 유동성의; 유동적인; (움직임 등이) 부드러운
22,vapor,"[n] a mass of very small drops of liquid in the air, such as steam",2,증기
22,evaporate,[v] (of a liquid) to change into a gas; [v] (of a feeling or hope) to disappear gradually,2,"증발하다[시키다]; (희망, 열의 등이) 사라지다"
22,resolve,[v] to find a solution to a problem or difficulty; [v] to make a firm decision to do something; [n] strong determination,2,분해하다; (문제 등을) 해결하다; 결심(하다); 결의(하다)
22,refine,[v] to make a substance pure by removing other substances from it; [v] to improve something by making small changes,2,"정제하다, 불순물을 제거하다; 개선하다, 다듬다"
22,chemical,[adj] relating to chemistry; [n] a substance produced by or used in chemistry,2,"화학의, 화학적인; 화학 물질"
22,synthetic,"[adj] made artificially by chemical means, not natural; man-made",2,합성의; 인조의
22,rust,[n] a reddish-brown substance that forms on iron when it is exposed to water and air; [v] to become covered with this substance,2,"(금속의) 녹; 녹슬다, 부식하다"
22,mass,[n] the amount of matter in an object; [n] a large lump of something without a clear shape; [adj] involving a large number of people,2,"질량; (큰) 덩어리; 많은, 대량의; 무리"
22,gravity,[n] the natural force that makes objects fall toward the earth,2,"중력, (지구) 인력(引力)"
22,magnet,[n] a piece of iron that attracts other metal objects; [n] a person or place that attracts people,2,자석; 사람의 마음을 끄는 것
22,elastic,[adj] able to stretch and return to its original shape,2,"탄성의, 탄력 있는; 신축성이 있는"
22,friction,[n] the force that makes it hard for one surface to move over another; [n] disagreement or conflict between people,2,"마찰(력); (의견의) 충돌, 불화"
22,velocity,[n] the speed at which something moves in a particular direction,2,"속도, 속력"
22,ray,"[n] a narrow line of light, heat or energy",2,광선; 빛
22,thermal,[adj] relating to heat; [adj] (of clothing) designed to keep you warm,2,열(熱)의; 보온이 잘되는
22,radiate,[v] to send out light or heat in all directions; [v] (of a feeling) to be shown clearly by someone,2,"(빛, 열 등을) 방출하다, 내뿜다"
22,hypothesis,[n] an idea or explanation that has not yet been proved to be true; [n] something assumed for the sake of argument,2,가설; 가정
22,undertake,[v] to take responsibility for something and begin doing it; [v] to promise to do something,2,"(책임을) 맡다, 착수하다; 약속하다"
22,simulate,"[v] to create conditions that are like real ones, usually for study or training; [v] to pretend to have a feeling",2,"모의실험을 하다; ~인 체하다, 가장하다"
22,apparatus,[n] the equipment needed for a particular activity; [n] the structure of an organization or system,2,"장치; (정부 등의) 기구, 기관; (신체의) 기관"
22,specimen,[n] a small amount or example of something used for scientific study or testing,2,"견본, 표본"
22,formula,[n] a series of numbers or symbols that show a mathematical or scientific rule; [n] a method for achieving something,2,"공식, -식(式); 방법; 비결"
22,ratio,"[n] the relationship between two amounts, showing how much bigger one is than the other",2,"비(比), 비율"
22,statistics,[n] numbers that represent facts or measurements; [n] the science of collecting and studying numerical data,2,통계 (자료); 통계학
22,verify,[v] to prove that something is true; [v] to check that something is correct,2,증명[입증]하다; 확인하다
22,figure,[n] the shape of a person's body; [n] an important person; [n] a number or amount,2,"모습, 형상; (중요한) 인물; 숫자; 그림"
22,scale,[n] a device for weighing things; [n] the size or level of something; [n] one of the small plates covering a fish's skin,2,저울; 등급; 규모; 비율; 비늘(을 벗기다); 치석(을 제거하다)
23,hemisphere,"[n] one half of the earth, especially the northern or southern half",2,(지구 등의) 반구(半球)
23,polar,[adj] relating to the North or South Pole or the areas around them,2,"북극[남극]의, 극지의; (자석의) 양극(陽極)의"
23,arctic,[n] the area around the North Pole; [adj] relating to the area around the North Pole,2,북극 (지방); 북극의
23,continent,"[n] one of the large land masses of the earth, such as Asia or Africa",2,"대륙; 육지, 본토"
