unit,word,definition,source,flag
19,compensate,"[v] To pay or reward someone in exchange for work done or some other consideration; [v] To make up for; to do something in place of something else; to correct, satisfy; to reach an agreement such that the scales are...",Datamuse 조회,
19,insert,[v] To put in between or into; [n] An image inserted into text,Datamuse 조회,
19,assert,"[v] To declare with assurance or plainly and strongly; to state positively; [v] To maintain or defend, as a cause or a claim, by words or measures; to vindicate a claim or title to",Datamuse 조회,
20,accord,"[n] Agreement or concurrence of opinion, will, or action; [n] Agreement or harmony of things in general",Datamuse 조회,
20,cordial,[adj] Hearty; sincere; warm; affectionate; [adj] Radiating warmth and friendliness; genial,Datamuse 조회,
20,discord,"[n] Lack of concord, agreement, harmony; disaccord; [n] Tension or strife resulting from a lack of agreement; dissension",Datamuse 조회,
20,antipathy,"[n] Often followed by against, between, for, or to: a (deep) feeling of dislike or repugnance, normally towards a person and less often...; [n] A person or thing that one has a (deep) feeling of dislike or repugnance towards; an anathema, a bête noire, a bugbear",Datamuse 조회,
20,apathy,[n] Lack of emotion or motivation; lack of interest or enthusiasm towards something; disinterest (in something),Datamuse 조회,
20,pathetic,"[adj] Arousing pity, sympathy, or compassion; exciting pathos; [adj] Arousing scorn or contempt, often due to miserable inadequacy",Datamuse 조회,
20,empathy,"[n] Identification with or understanding of the thoughts, feelings, or emotional state of another person; [n] The capacity to understand another person's point of view or the result of such understanding",Datamuse 조회,
20,sympathy,[n] A feeling of pity or sorrow for the suffering or distress of another; [n] The ability to share the feelings of another,Datamuse 조회,
20,sensation,[n] A physical feeling or perception from something that comes into contact with the body; something sensed; [n] A widespread reaction of interest or excitement,Datamuse 조회,
20,consent,"[v] To express willingness, to give permission; [n] Voluntary agreement or permission",Datamuse 조회,
20,dissent,"[v] To disagree; to withhold assent. Construed with from (or, formerly, to); [v] To differ from, especially in opinion, beliefs, etc",Datamuse 조회,
20,resent,[v] To express displeasure or indignation at; [v] To feel resentment over; to consider as an affront,Datamuse 조회,
20,credible,"[adj] Believable or plausible; [adj] Dependable, trustworthy, or reliable",Datamuse 조회,
20,avail,[v] To turn to the advantage of; [v] To be of service to,Datamuse 조회,
20,evaluate,[v] To draw conclusions from examining; to assess; to appraise; [v] To compute or determine the value of (an expression),Datamuse 조회,
20,prevail,"[v] To be superior in strength, dominance, influence, or frequency; to have or gain the advantage over others; to have the upper hand; to...; [v] To triumph; to be victorious",Datamuse 조회,
20,valid,"[adj] Acceptable, proper or correct; in accordance with the rules; [adj] Well-grounded or justifiable, pertinent",Datamuse 조회,
20,adequate,[adj] Equal to or fulfilling some requirement,Datamuse 조회,
20,equation,"[n] The act or process of equating two or more things, or the state of those things being equal (that is, identical); [n] An assertion that two expressions are equal, expressed by writing the two expressions separated by an equal sign; in mathematical...",Datamuse 조회,
20,equivalent,"[adj] Similar or identical in value, meaning or effect; virtually equal; [n] Anything that is virtually equal to something else, or has the same value, force, etc",Datamuse 조회,
20,appraise,"[v] To determine the value or worth of (something), particularly as a person appointed for this purpose; [v] To judge the performance of someone, especially a worker",Datamuse 조회,
20,eject,[v] To throw out or remove forcefully; [v] To compel (a person or persons) to leave,Datamuse 조회,
20,inject,"[v] To push or pump (something, especially fluids) into a cavity or passage; [v] To introduce (something) suddenly or violently",Datamuse 조회,
20,abrupt,[adj] Without notice to prepare the mind for the event; sudden; hasty; unceremonious; [adj] Curt in manner,Datamuse 조회,
20,corrupt,[adj] Willing to act dishonestly for personal gain; accepting bribes; [adj] In a depraved state; debased; perverted; morally degenerate; weak in morals,Datamuse 조회,
20,erupt,"[v] To eject something violently (such as lava or water, as from a volcano or geyser); [v] To burst forth; to break out",Datamuse 조회,
20,disrupt,[v] To throw into confusion or disorder; [v] To interrupt or impede,Datamuse 조회,
20,antonym,"[n] A word which has the opposite meaning of another word; [n] A word that describes one end of a scale, while its opposite describes the other end, such as large versus small; a gradable antonym",Datamuse 조회,검토권장
20,intermediate,"[adj] Being between two extremes, or in the middle of a range; [n] An intermediary",Datamuse 조회,
20,mediate,"[v] To resolve differences, or to bring about a settlement, between conflicting parties; [v] To intervene between conflicting parties in order to resolve differences or bring about a settlement",Datamuse 조회,
21,revert,[n] The skateboard maneuver of rotating the board 180 degrees or more while the wheels remain on the ground; [v] To throw back; to reflect; to reverberate,Datamuse 조회,
21,anonymous,[adj] Without any name acknowledged of a person responsible; [adj] Of unknown name; whose name is withheld,Datamuse 조회,
21,assent,[v] To agree to a proposal; [n] Agreement; act of agreeing,Datamuse 조회,
21,conspicuous,"[adj] Obvious or easy to notice; [adj] Noticeable or attracting attention, especially if unattractive",Datamuse 조회,
21,deficient,[adj] Lacking something essential; often construed with in; [adj] Insufficient or inadequate in amount,Datamuse 조회,
21,depreciate,[v] To lessen in price or estimated value; to lower the worth of; [v] To decline in value over time,Datamuse 조회,
21,detract,[v] To take credit or reputation from; to derogate; to defame or decry; [v] To take away; to withdraw or remove,Datamuse 조회,
21,equilibrium,"[n] The condition of a system in which competing influences are balanced, resulting in no net change; [n] Mental balance",Datamuse 조회,
21,assimilation,[n] The act of assimilating or the state of being assimilated; [n] The metabolic conversion of nutrients into tissue,Datamuse 조회,
21,indigenous,"[adj] Born or originating in, native to a land or region, especially before an intrusion; [adj] In particular, of or relating to a people (or their language or culture) that inhabited a region prior to the arrival of people of...",Datamuse 조회,
21,perspire,"[v] To emit (sweat or perspiration) through the skin's pores; [v] To be evacuated or excreted, or to exude, through the pores of the skin",Datamuse 조회,
21,retract,[v] To pull (something) back or back inside; [v] To draw (an extended body part) back into the body,Datamuse 조회,
21,susceptible,[adj] Likely to be affected by something; [adj] Vulnerable,Datamuse 조회,
21,terrain,[n] An area of land or its particular features; [n] The surface of the earth; the ground,Datamuse 조회,
22,particle,"[n] A very small piece of matter, a fragment; especially, the smallest possible part of something; [n] A little bit",Datamuse 조회,
22,molecule,[n] A tiny amount; [n] The smallest particle of a specific element or compound that retains the chemical properties of that element or compound; two or more...,Datamuse 조회,
22,atom,[n] A very small amount; a whit; [n] A mote of dust in a sunbeam,Datamuse 조회,
22,nuclear,"[adj] Pertaining to the nucleus of an atom; [adj] Involving an extreme course of action, or one with severe consequences",Datamuse 조회,
22,hydrogen,"[n] The lightest chemical element (symbol H), with an atomic number of 1 and atomic weight of 1.008; [n] An atom of the element",Datamuse 조회,
